kepid,kepoi_name,ra,dec,koi_period,koi_prad,koi_disposition_pred
5444276,K07559.01,290.48553,40.630699,0.708965461,1.13,FALSE POSITIVE
5878506,K07562.01,292.5253,41.197231,11.76872507,nan,FALSE POSITIVE
6443274,K07567.01,291.95438,41.826969,608.20572,1.46,FALSE POSITIVE
5602588,K02369.03,285.72079,40.85696,7.2274321,1.28,CONFIRMED
6876575,K07572.01,295.51334,42.31879,91.069934,1.59,FALSE POSITIVE
8096395,K07587.01,291.35892,43.93681,366.088938,2.57,CONFIRMED
8168509,K07589.01,292.8259,44.098389,414.45008,7.01,FALSE POSITIVE
10397751,K02859.05,288.83136,47.551991,5.43103616,0.66,CONFIRMED
8297319,K07591.01,290.90695,44.291779,328.32211,1.3,FALSE POSITIVE
8423344,K07592.01,288.96823,44.448341,381.97977,1.55,FALSE POSITIVE
8444868,K07593.01,296.70224,44.449451,67.412998,1.57,FALSE POSITIVE
8682094,K07596.01,289.0155,44.88205,359.8249913,nan,FALSE POSITIVE
8677057,K07903.01,286.31052,44.838188,0.694611128,0.64,FALSE POSITIVE
8702537,K07905.01,296.5477,44.898041,7.4751841,0.85,FALSE POSITIVE
9043947,K07920.01,298.25204,45.396641,1.04347858,1.09,FALSE POSITIVE
8880317,K07915.01,289.92197,45.10392,382.5891,2.15,FALSE POSITIVE
10253977,K08201.01,281.87015,47.394989,392.601892,2.25,FALSE POSITIVE
10351947,K08205.01,296.38278,47.409592,260.446151,25.39,FALSE POSITIVE
10160922,K07990.01,298.31586,47.105091,87.487573,1.87,FALSE POSITIVE
10198225,K07991.01,287.55182,47.244862,11.9451376,3.32,FALSE POSITIVE
10214341,K07992.01,294.38254,47.205769,277.13367,1.84,FALSE POSITIVE
10515564,K08211.01,282.05078,47.743992,5.0487451,0.67,FALSE POSITIVE
10321972,K07998.01,283.2048,47.478271,122.11555,2.96,FALSE POSITIVE
10331279,K08000.01,288.27457,47.495781,225.48805,1.7,FALSE POSITIVE
5802205,K08107.01,295.08749,41.037395,578.88761,1.69,FALSE POSITIVE
5858919,K08109.01,285.29388,41.1026,218.771117,250.2,FALSE POSITIVE
10907307,K08217.01,284.74127,48.34367,277.25118,5.02,FALSE POSITIVE
10403228,K08007.01,291.22672,47.54998,67.176626864,9.66,FALSE POSITIVE
10407191,K08011.01,292.832,47.507389,0.93420696,nan,FALSE POSITIVE
5955197,K08111.01,290.14304,41.27755,359.33831,2.33,CONFIRMED
6114140,K08117.01,288.7709,41.412571,0.933745798,3.45,FALSE POSITIVE
11338091,K08221.01,284.79071,49.125359,293.38641,1.35,FALSE POSITIVE
11446424,K08223.01,286.79462,49.347591,66.716453,2.2,FALSE POSITIVE
10452252,K08012.01,283.15057,47.671967,34.573718512,0.42,FALSE POSITIVE
6507334,K08122.01,286.47037,41.994789,54.753883835,2.21,FALSE POSITIVE
11872364,K08232.01,295.86533,50.13348,189.183958,3.31,CONFIRMED
12554485,K08238.01,289.09082,51.532009,495.662346,2.73,FALSE POSITIVE
10536241,K08026.01,292.33951,47.746391,7.7529342,0.93,CONFIRMED
10790401,K08031.01,289.0275,48.13792,254.336707,13.97,FALSE POSITIVE
12647757,K08241.01,290.86276,51.701908,490.63941,7.67,FALSE POSITIVE
3629119,K08242.01,286.04395,38.708801,331.55459,1.36,FALSE POSITIVE
4446859,K08246.01,285.60822,39.5793,425.64971,1.58,FALSE POSITIVE
9084569,K07923.01,290.19992,45.419998,395.13138,0.97,FALSE POSITIVE
9087580,K07924.01,291.37222,45.468102,0.770658979,0.68,FALSE POSITIVE
9099607,K07925.01,295.50128,45.433979,4.6318914,0.64,FALSE POSITIVE
10844823,K08033.01,283.29706,48.266628,362.13187,2.23,FALSE POSITIVE
10862759,K08035.01,292.48358,48.275219,29.4856392,1.46,CONFIRMED
10920281,K08037.01,291.94415,48.351791,3.65034525,0.72,FALSE POSITIVE
11032748,K08039.01,293.31909,48.518608,43.9438891,1.12,CONFIRMED
4572728,K08249.01,294.63766,39.655811,309.191789,1.96,FALSE POSITIVE
5098334,K08253.01,291.52951,40.252918,400.11482,0.95,FALSE POSITIVE
9142714,K07928.01,286.04276,45.511211,1.12625975,nan,FALSE POSITIVE
9210820,K07930.01,288.43912,45.68721,377.67241,1.37,FALSE POSITIVE
9227215,K07931.01,295.22937,45.624889,242.0367,2.11,FALSE POSITIVE
9278575,K07932.01,290.89395,45.71664,502.25648,1.03,FALSE POSITIVE
11139682,K08043.01,292.9603,48.7005,10.7781558,1.24,CONFIRMED
11182706,K08046.01,287.59253,48.886459,384.37706,50.93,FALSE POSITIVE
11294822,K08047.01,290.6962,49.066078,302.34971,1.98,FALSE POSITIVE
5683219,K08257.01,282.96545,40.922619,9.4609418,0.54,FALSE POSITIVE
5956171,K08259.01,290.4519,41.22551,402.27493,1.73,FALSE POSITIVE
9390228,K07934.01,284.67227,45.97382,22.6432436,2.12,FALSE POSITIVE
9469494,K07938.01,293.68533,46.095737,275.5603,2.33,FALSE POSITIVE
9521317,K07940.01,289.67508,46.131882,188.881049,1.86,FALSE POSITIVE
11296205,K08048.01,291.45468,49.043289,379.67276,1.33,FALSE POSITIVE
11350634,K08050.01,291.96802,49.115311,278.38935,6.81,CONFIRMED
11358305,K08052.01,295.59012,49.198601,7.8687123,1.73,CONFIRMED
11392362,K08053.01,285.74564,49.238869,9.9105786,1.19,FALSE POSITIVE
11443757,K08054.01,285.08685,49.36282,43.9088053,7.33,CONFIRMED
8439949,K08156.01,295.16364,44.422211,364.98242,3.12,FALSE POSITIVE
8527297,K08157.01,301.6618,44.577499,0.58730021,nan,FALSE POSITIVE
6356506,K08263.01,289.32593,41.749939,280.55544,2.17,FALSE POSITIVE
11453349,K08055.01,290.81824,49.30558,4.40660737,0.86,FALSE POSITIVE
8608544,K08159.02,284.19217,44.762112,353.01861,2.25,CONFIRMED
8708961,K08163.01,298.21265,44.80479,370.98253,119.96,FALSE POSITIVE
7832787,K08270.01,295.22299,43.590439,338.00692,2.09,FALSE POSITIVE
8022520,K08272.01,289.66574,43.879459,432.42787,1.14,FALSE POSITIVE
9604563,K07949.01,297.69662,46.264679,1.001916708,0.62,FALSE POSITIVE
9640649,K07951.01,287.81287,46.340569,0.862329309,1.09,FALSE POSITIVE
9650579,K07953.01,292.41211,46.36388,432.96905,1.43,FALSE POSITIVE
9650762,K07954.01,292.48166,46.371479,372.15035,1.74,FALSE POSITIVE
11714107,K08063.01,292.58734,49.834469,405.35457,2.11,CONFIRMED
11904835,K08068.01,286.12177,50.279449,9.4640413,1.28,CONFIRMED
8329346,K08275.01,300.69672,44.298409,389.875816,3.76,FALSE POSITIVE
8637903,K08276.01,296.40787,44.77364,385.858683,3.23,CONFIRMED
8673511,K08277.01,284.29565,44.895859,0.757261281,0.58,FALSE POSITIVE
9011955,K08279.01,287.86737,45.321289,367.0896,35.3,FALSE POSITIVE
9159288,K08280.01,293.68979,45.549332,66.67305,2.64,FALSE POSITIVE
8873873,K08174.01,286.94946,45.142139,295.06066,0.64,FALSE POSITIVE
9592621,K08286.01,293.6839,46.265541,191.03728,3.54,FALSE POSITIVE
12156930,K08076.01,290.03943,50.768501,71.10684,1.42,FALSE POSITIVE
12266099,K08077.01,295.57001,50.9049,77.177672,1.29,FALSE POSITIVE
12307496,K08078.01,291.55447,51.043201,0.805941833,29.85,FALSE POSITIVE
12602999,K08082.01,290.87411,51.685181,8.2766028,2.48,CONFIRMED
9268159,K08180.01,285.32791,45.753738,185.97534,2.76,FALSE POSITIVE
9468848,K08183.01,293.43494,46.03944,5.8877038,0.6,CONFIRMED
9873004,K07970.01,282.03058,46.750809,1.98514635,1.28,CONFIRMED
9899345,K07973.01,295.20798,46.786221,1.33199285,nan,FALSE POSITIVE
9906688,K07976.01,297.58023,46.719952,5.82561701,1.21,CONFIRMED
2284957,K08085.01,286.61917,37.62624,419.2615,1.7,FALSE POSITIVE
3663850,K08089.01,295.80203,38.797932,141.400279,41.55,FALSE POSITIVE
12168280,K08297.01,295.97794,50.771481,229.957537,43.78,FALSE POSITIVE
9938836,K07978.01,285.30768,46.829803,7.2681817,1.66,FALSE POSITIVE
10011213,K07982.01,291.60455,46.973289,376.37989,3.26,FALSE POSITIVE
10028127,K08193.01,297.73398,46.961529,367.947848,3.72,FALSE POSITIVE
10128825,K07986.01,286.50937,47.163219,1.73984941,0.72,FALSE POSITIVE
10155286,K07988.01,296.76288,47.145142,333.486169,19.3,FALSE POSITIVE
